id,maxrank
1025,26
1566,42
1912,14
1913,12
1978,11
3254,18
3256,25
5338,3
5534,27
6052,2
9667,11
9674,12
10296,1
11702,19
11818,11
11834,13
12136,9
12185,2
12309,24
12355,15
12358,7
12360,14
12431,11
13121,0
13938,14
13959,13
19761,29
20048,12
