id,maxrank
98,3
156,9
163,1
173,1
191,2
208,2
211,2
264,2
276,2
290,7
336,4
363,7
513,2
590,8
591,1
763,3
847,2
1045,6
1155,2
1181,1
1274,3
1371,1
1421,2
1688,8
1759,1
2126,10
2139,4
2220,1
2458,2
