Index,x1,x2,x3
1,0.33609646346543975,0.5438913403667128,0.6803852067559715
2,0.3562437946769182,0.6033136890362848,0.6473474415473474
3,0.28992168690324754,0.48490019367576825,0.5145453712144609
4,0.46674591757821726,0.5630425666363716,0.5615373753170179
5,0.4667628091849858,0.56057991904746,0.7518191989805305
6,0.2192081832012367,0.32962885992952656,0.4951551092753031
7,0.22928091064893688,0.583340395543882,0.39668973084688186
8,0.4131524182898639,0.6829902165882106,0.7813002665972877
9,0.5275594870156438,0.5634990925013004,0.5613839527180129
10,0.302265695481855,0.25471906774995845,0.4355985872976041
11,0.4434753058087983,0.507727864633073,0.4840936011437526
12,0.6689673043597196,0.726230628295936,0.6689408788512972
13,0.3894572781285912,0.5129541860250564,0.7651337254560616
14,0.4155464507229997,0.31942616754380604,0.5873194368584174
15,0.502796006522368,0.43105824896654255,0.5168040404838902
16,0.27560850780447177,0.41135502568196664,0.5622918972258307
17,0.2782251388925495,0.7596753412159291,0.5663093399846552
18,0.3431135408033173,0.651188799993199,0.552782416142575
19,0.543520972333468,0.6598941276535016,0.7243886615417425
20,0.21186647196488556,0.5913459663879558,0.49712147684376123
21,0.4275755107037675,0.575190878256683,0.7567224506277229
22,0.24418627042921523,0.6806131277696461,0.5056713002495713
23,0.2442325138502034,0.4416969586262209,0.5946540042827428
24,0.3613085390626138,0.6113115311724721,0.5076475940878047
25,0.5292545203196599,0.508332839439914,0.7333887606662999
26,0.31687391098771095,0.44686598786609205,0.5534642741249527
27,0.4011267888940604,0.405973709078776,0.4461530820738886
28,0.4000045905989056,0.4507720095024024,0.5655119449187728
29,0.1868934741672889,0.33247655134416637,0.5114308208325332
30,0.2682472321117157,0.5981862671135275,0.533121664065349
31,0.467265612861074,0.5058339492140171,0.729980915307417
32,0.1584893325337715,0.5111740357558905,0.591853390218604
33,0.16836109755217257,0.3217774752358499,0.53008622538656
34,0.25346819331719833,0.4085153483674722,0.5066393783155295
35,0.5597932664266104,0.46731342390302444,0.49863620701888367
36,0.34832682841417184,0.35718990642216714,0.536552441175429
37,0.4461178151684277,0.5240097688999148,0.4852432072158608
38,0.19197713478422626,0.3804551547604972,0.33576857194408327
39,0.3209989901985167,0.3607879749660666,0.45181348616407613
40,0.1904511864959055,0.5384575161907944,0.5986749261946378
41,0.35238924125555066,0.5197072404100299,0.600488573865184
42,0.4672542770694167,0.620806924814842,0.7176912816932653
43,0.39409620446585286,0.5384081508306876,0.5564658705817396
44,0.27325079893087806,0.6249407866831086,0.48587882339070493
45,0.5225055810805339,0.5199874455816123,0.6231260062392576
46,0.3389559289290753,0.3932336510352006,0.5642990088034243
47,0.581364771641444,0.6621403557742774,0.727049717240085
48,0.5673143558296305,0.675638054355115,0.6971935820959514
49,0.20539010076808822,0.32486239013399687,0.5623417219279329
50,0.4046191272251776,0.42936097791291084,0.6257105059337161
51,0.10544735714496714,0.27013983746363873,0.4221197837996504
52,0.540217745841512,0.5243446700255948,0.47745319094245703
53,0.3142442547423646,0.527629194153062,0.48612606810957787
54,0.23870330224350358,0.41067137108643886,0.6119989790139388
55,0.37284711726526004,0.5064328062200493,0.44746913446260217
56,0.6180190584861716,0.49570021715783485,0.561581845731657
57,0.3964634899130494,0.4230865000933741,0.5277938223409147
58,0.5185421108517085,0.7446612526561391,0.70430792808698
59,0.15179360317434276,0.4817160969711139,0.5182863097274204
60,0.4424346885086162,0.5711623742812882,0.723394845513874
61,0.38594283991048023,0.37383537074968287,0.3917512048877547
62,0.4406516611565024,0.5896665877000861,0.6290511849951801
63,0.34724407617848785,0.5047233980607093,0.5686392176396802
64,0.20246558735305425,0.49339540998571385,0.7659781659335507
65,0.4644368662931517,0.4675884464708297,0.705633283960768
66,0.27636511217684273,0.5719924805777749,0.5689286401067954
67,0.4827249646716136,0.5101910149006602,0.6485322398981164
68,0.45387998757235776,0.4881702047892475,0.6946930350620453
69,0.18533673988742919,0.40264091230589905,0.4979202721280203
70,0.43291009381972106,0.566355883988063,0.5687909768973193
71,0.386699793296378,0.45634752378730675,0.6050247009271655
72,0.34748830216429877,0.6133397879240069,0.4306536660480282
73,0.3990875089784494,0.4579623743337791,0.45668949583537244
74,0.3373609024016276,0.577224300130339,0.5437635511635025
75,0.3954324323138717,0.5510379756102274,0.4778184594001692
76,0.18908043273283393,0.5582550949500881,0.5096105110712091
77,0.5883119760268465,0.6245314206025565,0.5682451643010198
78,0.3721925502644383,0.6198663746948061,0.6529179206999076
79,0.36480275446621546,0.5170414229813591,0.5824526662325643
80,0.15274881201902793,0.595069716406456,0.6232644790930545
81,0.45079046746987805,0.47679826832637584,0.6219072265460214
82,0.2120808007877222,0.28542198363840726,0.508883651943953
83,0.19686526565111287,0.543081490493358,0.5773342859062751
84,0.20341600655840056,0.5441194977026735,0.6175691318041373
85,0.5936466862573332,0.6289441102335647,0.8452207109228747
86,0.32688241117195094,0.6432705698421378,0.6253887368173615
87,0.45548195355566773,0.7250995715847196,0.648314896684288
88,0.22624977908280813,0.67761214823733,0.6525701871202342
89,0.24645022872736264,0.39457152892548375,0.6615984468646061
90,0.14011979122255688,0.5116781948413625,0.3198799161294839
91,0.44515371034894663,0.5275555001378028,0.5067657949753617
92,0.4449106113427521,0.5310761950474004,0.6826394606559404
93,0.46953269569320444,0.5847771812561977,0.6825094008146826
94,0.44876003774572876,0.6700795570007533,0.6832678109428731
95,0.4769252737269301,0.7478784052621321,0.8662661010143405
96,0.40378275108371803,0.7251922064140872,0.6627269107034414
97,0.2752777154331328,0.45792428707031785,0.5614919400703291
98,0.17384507157467008,0.26595891571827507,0.31797437122025474
99,0.5689213001793193,0.5299003873271962,0.5428944928447568
