id,maxrank
13,27
135,13
314,29
352,10
467,20
706,3
808,1
980,14
1029,9
1117,4
1134,10
1159,41
1252,2
1674,9
2174,27
2559,2
2682,4
2705,1
2780,5
2987,5
3270,13
3357,37
3622,25
3744,18
4049,4
4067,3
4363,1
4598,2
4790,1
4813,7
4902,2
