id,maxrank
1025,16
1566,33
1912,4
1913,2
1978,1
3254,10
3256,15
5338,1
5534,19
6052,3
9667,1
9674,2
10296,2
11702,10
11818,1
11834,3
12136,6
12185,2
12309,9
12355,3
12358,1
12360,1
12431,1
13121,1
13938,2
13959,7
19761,21
20048,2
