id,intLeft,intRight
1025,0.8998331754243175,0.9065409411222114
1566,0.9753213652705306,0.9759663058831491
1566,0.9760876920102964,0.9791165290033262
1912,0.9211623630747969,0.9211937556999786
1912,0.9233923262577383,0.9396113226101
1912,0.9459704450317269,0.9518327454228226
1913,0.9552928921917238,0.981081714970858
1978,0.9406576118711352,0.9818748096322363
3254,0.9877694961566201,1.0
3256,0.9431484319058847,0.9443895194653726
3256,0.9507768809834076,0.9516836722855205
5338,0.9818748096322363,1.0
5534,0.9904831864395153,1.0
6052,0.03829209614560909,0.1929523788331039
9667,0.896883343794087,0.9394173428870023
9674,0.8362542072671825,0.8836769226466108
9674,0.9073967944361099,0.9091652668053439
10296,0.0,0.5033731605746858
11702,0.8799120452180699,0.890437177166005
11702,0.8997040407638875,0.9068248581288768
11702,0.9077972490090406,0.908770855716099
11818,0.7895537892949869,0.896883343794087
11834,0.964830918522568,0.9764792764676564
12136,0.4875189726615496,0.5025803603393859
12136,0.5133072292421466,0.5551480123936644
12185,0.5033731605746858,0.5227663080508317
12185,0.5389370732202103,0.6115177297251296
12309,0.6439325028178094,0.6809255655290742
12355,0.6403581305245404,0.7724568573543714
12358,0.5320834096979339,0.7783076465214365
12360,0.7783076465214365,0.7895537892949869
12431,0.9394173428870023,0.9406576118711352
13121,0.0,0.5320834096979339
13938,0.7953070582435139,0.8362542072671825
13959,0.9849936968030588,1.0
19761,0.9910420681389962,1.0
20048,0.9091652668053439,0.9195777953017257
