id,maxrank
411,2
591,3
762,1
1103,2
1126,4
1698,2
2172,5
2465,4
2477,26
2681,3
3215,2
3221,1
3352,6
3421,7
3558,4
3768,1
3859,6
4112,3
4226,4
4479,11
4559,15
4680,13
4838,2
4870,2
5016,5
5293,6
5337,7
5666,5
5810,2
5841,5
5903,1
6174,1
6323,3
6448,2
6827,3
7013,1
7608,6
7670,3
7777,10
7848,28
7927,1
8030,4
8284,6
8932,3
9044,15
9143,20
9147,1
9314,9
9344,8
9831,1
