id,maxrank
341,1
654,3
741,1
932,1
1179,1
1295,1
1358,1
1388,2
1422,1
2055,1
2195,9
2401,1
2737,1
2904,4
2931,2
2942,1
2960,2
3017,7
3667,3
3673,1
3765,2
3819,1
3903,3
3927,1
4413,2
4430,6
4672,3
4869,2
4968,1
5160,1
5218,1
5406,1
6027,1
6088,1
6465,1
6500,1
6979,2
7437,1
7580,1
7742,2
7744,2
7751,3
7763,7
7857,10
7975,1
8145,1
8482,2
8871,4
9021,1
9220,1
9253,1
9456,3
9457,1
9510,1
9537,2
9713,1
9744,3
9887,6
9977,1
