id,maxrank
169,1
270,1
284,1
487,3
519,1
598,1
1055,6
1179,2
1342,4
1602,1
2045,1
2237,1
2260,4
2575,4
2598,1
2842,2
3023,2
3024,1
3245,1
3293,1
3445,1
3508,4
3598,1
3601,4
3760,2
3762,1
4948,4
4961,10
5110,1
5310,1
5523,2
5525,1
5868,2
6112,1
6901,2
6949,1
6999,3
7058,1
7318,2
7326,3
9372,1
9936,1
