id,dist_nettuno,dist_fiera
42196,0.1112069265700819,0.2803358963214238
46352,0.0664011372225306,0.2932677058982461
59697,0.0686778354263662,0.2842458914328004
85368,0.212639310784155,0.3170593077673087
145779,0.0399738225793567,0.2693486925869131
209692,0.2678433533316811,0.2729406109062387
219878,0.1152984287402679,0.2345997066825945
229114,0.1946674259074532,0.1305117873656645
233922,0.1052432677122614,0.3042196681700012
246747,0.0305280342149948,0.21678650270049
266777,0.0823472420510152,0.2921978112340747
286691,0.3205781563967743,0.3522980596412057
293536,0.0883836159661782,0.1790962100969501
306910,0.0187266876550315,0.217510308127856
372605,0.1963460171607535,0.3478061285807359
373095,0.1060298193184448,0.2944171197604303
374090,0.1008137941487934,0.3031181465520746
374610,0.1133801850444586,0.1967413394105278
376826,0.0551221100885485,0.2659926209798753
383256,0.0762361047670353,0.2016778550780688
411523,0.094996589561395,0.1869921050087154
434796,0.4413240695033049,0.1380380987321206
442819,0.2042033399766902,0.3840551357202947
447120,0.4387677767832088,0.4090106094875438
496906,0.0599571493239548,0.2886266763415024
524880,0.1103210318573883,0.2286655865308936
529982,0.0191261083925466,0.2521888111066632
556818,0.0477840342313813,0.1918030164884864
570880,0.0570966823499048,0.2861724247301091
648513,0.0104269295606167,0.2444582799816744
659024,0.0648331547888498,0.293154752491978
659045,0.2110959080881675,0.3725899131704575
670610,0.1360416790418818,0.2626130550643337
670725,0.3904347950766786,0.3934465337310497
690226,0.0927270604477199,0.2194955771964241
708145,0.4123056408449694,0.5168449673835743
715819,0.3175087616523319,0.3534745823208942
724304,0.0687915167131974,0.199095288397155
728099,0.5477133674855134,0.6155635335801439
732204,0.0393367977108071,0.2161241439261338
742415,0.2093906887856995,0.0499624542877564
749324,0.0543242927692556,0.2655932177353113
793706,0.0760005489474751,0.2894778932111388
804596,0.0508821053364658,0.2309617033735116
813260,0.2132558525379603,0.30552269866471
823379,0.2426675569993875,0.0863108604248313
838885,0.1975453035290358,0.3944423309607093
840951,0.0873359046470042,0.2984825387588318
840988,0.1900454110653882,0.2121409550074956
842573,0.0897477914081527,0.2565876685603681
860436,0.1797731290210915,0.1310738435152545
884148,0.0629097903143543,0.1869948158904659
892817,0.0886150751627895,0.3129098514346438
892847,0.0931356985868699,0.3140439036335755
943565,0.0426755454141378,0.1963527796929655
944794,0.5258599323647551,0.6009066995827952
952460,0.0956694598807473,0.2606829072580244
961864,0.042150153520945,0.2708378702951518
967017,0.060831778323539,0.2755846242401624
967061,0.0465734821499896,0.1980525025504879
978836,0.0870808898684369,0.2556054257394607
978945,0.0937112741111864,0.316324658812941
979026,0.0931356985868699,0.3140439036335755
981083,0.3906252880438011,0.3826418627010682
981727,0.1264668470546305,0.336405967192909
993645,0.205597215935044,0.4101762886402306
1002365,0.9576122423480204,0.9236733170620186
1007486,0.9529431163420434,0.919987421508678
1013831,0.2500343092171968,0.1897770841936618
1022814,0.1017099304188592,0.1952874031650448
1022914,0.1837724571749278,0.3665572976484907
1023596,0.0828972136819013,0.2882616109324439
1029853,0.2486373607916314,0.2055128491276834
1076605,0.2388966155749508,0.0806776481474285
1105477,0.3963288113443683,0.5429977472572654
1116883,0.6159805164612552,0.6553041564142624
1142503,0.0814777338301171,0.2960617213556938
1149912,0.6141831231424376,0.6657645454619386
1175984,0.0970971329784292,0.1577742215025333
1181594,0.0514443668361985,0.2262366364825044
1189302,0.0465734821499896,0.1980525025504879
1199947,0.0465734821499896,0.1980525025504879
1207685,0.0826032809853197,0.2911161694156514
1214730,0.117177754518063,0.1993690874539489
1222983,0.0633440323469348,0.2407633481558323
1228143,0.1000251942311355,0.3062880709455826
1250727,0.070400465376367,0.236181054370348
1250790,0.0573414555710999,0.2393256772008519
1364242,0.4175913086047517,0.5328391697111374
1391869,0.0946545215451642,0.3194141603811861
1408005,0.0529795762862884,0.1992787247289344
1435627,0.0565671938337631,0.281111208502048
1451862,0.203808015862124,0.4046280173243415
1470008,0.0875530256632944,0.3112444664126269
1491202,0.2068528308688732,0.1603793788647008
1496752,0.0770779607830285,0.199975421338796
1538460,0.0600800480124209,0.1856926890230072
1571942,0.2720772131493403,0.2185946608280297
1577979,0.0777651692827018,0.3020834933506588
1588677,0.0886253167201617,0.2972716782436377
1676504,0.0241506164393382,0.22427486172244
1693874,0.0715126985069857,0.1764585221537774
1702612,0.1768501885470712,0.2618540081742121
1704805,0.1717795934921048,0.2811925349545611
1739565,0.0366432681219237,0.2129822319773804
1744706,0.143065339087723,0.3596879232928899
1782703,0.0816405745923348,0.1654279443112598
1791860,0.3082729252140997,0.0438123672232709
1863235,0.4024133205791805,0.3464967726952761
1872453,0.2775349390729752,0.0894283744378309
1929841,0.0926379588985819,0.288649267022756
1942540,0.0663540260586185,0.1921355513165397
1949394,0.0674211963367997,0.1774443794836854
1953800,0.1246499947768057,0.3457440511959054
1962775,0.2694236256342084,0.2792172057857445
1992080,0.1149287085191322,0.1452951291780335
2050217,0.2031341213870346,0.2445323774161863
2099619,0.1328514339204476,0.3247166450850358
2112874,0.2592127929341448,0.0848045137988399
2175745,0.238441890427626,0.1622733815810043
2176533,0.2392130796977511,0.162633928853812
2206704,0.3160452431038474,0.4332269161641745
2212785,0.3163422482676405,0.4331808311744172
2219937,0.2953777803267876,0.4274437017632477
2250424,0.0366432681219237,0.2129822319773804
2256148,0.296662071621259,0.0632177624201306
2273362,0.0602766859139668,0.1813778689035658
2282623,0.1925535684658352,0.1556976860817005
2317752,0.0847222592056238,0.2815196480191135
2329387,0.581227839830236,0.6429949460127898
2349486,0.1749370656299479,0.0917163586351975
2349787,0.1260971268334948,0.3415421844827321
2349835,0.311829818089458,0.0638530123769824
2378587,0.115016785912533,0.1361567467973191
2409234,0.5219077153748308,0.594951796004341
2423689,0.2158817878481873,0.0442533373213415
2427429,0.5187195185648711,0.5925264604649523
2427567,0.5197610849496218,0.5935900297383727
2448735,0.5265706964463844,0.6000581935949092
2454154,0.1052617025155313,0.296012925484186
2486018,0.0575739389234484,0.2281098557720546
2531214,0.082698527468881,0.1907258928063138
2539216,0.1496486121665605,0.1328883270335453
2539528,0.1637000288811918,0.1148365654574025
2541104,0.1409637715149516,0.2501845658658421
2572332,0.0909542468665955,0.315956882522132
2581354,0.2851945998316288,0.0
2581424,0.2929382413607343,0.004923864886039
2603387,0.0399205664810213,0.2395298969593846
2613237,0.0537579346465741,0.1893017762600856
2627188,0.2861470646672415,0.1589877928994778
2627857,0.2860917602574317,0.1746621111804896
2704474,0.0893616846952215,0.3069377789384367
2719377,0.0952700391432322,0.1771019047558805
2719751,0.1942710776371498,0.2805798756789629
2719775,0.1518474745343676,0.1853899738942087
2751383,0.0935054188080056,0.2921580516350683
2782841,0.0542300704414316,0.2427739187874045
2791546,0.0457510850930035,0.2034110121438466
2802489,0.0852927139512542,0.3012765542162796
2809231,0.2274445061213788,0.0846400536393135
2826093,0.6643513919300624,0.6949327294693629
2830584,0.098641559830154,0.1942256411461246
2854104,0.1320956069863808,0.1278262071782341
2885479,0.0505553996562933,0.1892177389258221
2963789,0.472815834267022,0.5618817495307915
2971465,0.0498487321976129,0.2258833182276977
3000906,0.2290360441370157,0.1507801465864125
3064628,0.0533329100156286,0.2599807888846619
3073487,0.0998367495754874,0.2516737435740807
3100947,0.059277109914442,0.2239450377761371
3216486,0.1673265643466808,0.1844610450810598
3276344,0.0776320290368634,0.1781257144302946
3307389,0.1678806326005157,0.3384282849787331
3333656,0.2269713461707841,0.1112446471380769
3396987,0.0883426497366895,0.1872469278932563
3515960,0.1138431034376811,0.2123605364292807
3564843,0.2278295886785728,0.0642216922950415
3702161,0.1724258357622893,0.3233729513640705
3748572,0.0373909018100928,0.2108053939317815
3794422,0.2141335540047562,0.073548029143786
3837496,0.1337619083708345,0.3041546070079907
3854536,0.0947948308811631,0.302820853186777
3869505,0.605922282966037,0.2811374136923023
3893521,0.1094085090955271,0.3298338862026058
3934991,0.3821524476297964,0.4986856741646643
3936994,0.0325179688124094,0.2183624286247426
3959431,0.2048536788698237,0.2474935639149108
3978327,0.1695551272308672,0.0844674608345358
3988800,0.182237247724838,0.3773095582979638
4011989,0.1673163227893086,0.3802038763801775
4049582,0.0730018209489007,0.2899983825072222
4051295,0.0746732431120406,0.2381581907936648
4056393,0.0545823800150346,0.2633287278464484
4108855,0.0386915795963597,0.1999112638040357
4111283,0.0951819617498315,0.2468293978860544
4136349,0.5409693019559326,0.2964755826362602
