id,dist_nettuno,dist_fiera
306910,0.0187266876550315,0.217510308127856
556818,0.0477840342313813,0.1918030164884864
742415,0.2093906887856995,0.0499624542877564
943565,0.0426755454141378,0.1963527796929655
2273362,0.0602766859139668,0.1813778689035658
2423689,0.2158817878481873,0.0442533373213415
2581354,0.2851945998316288,0.0
2885479,0.0505553996562933,0.1892177389258221
3978327,0.1695551272308672,0.0844674608345358
4108855,0.0386915795963597,0.1999112638040357
4648842,0.1181271468864641,0.1334567085738864
5048949,0.0679322500496715,0.1740765607223957
5458272,0.1949961798991001,0.0664193137673936
6370697,0.2093906887856995,0.0499624542877564
7996811,0.1191932930089081,0.1326163352312517
9043638,0.0760824814064525,0.1670336899347671
9192863,0.1036384156720407,0.142814672376386
9892840,0.0245613028899626,0.2131087397924007
10261360,0.0579897461527589,0.1831001824423418
10833507,0.0185515570239672,0.2175247661638583
11130224,0.0813189896908483,0.1620998851489765
11980057,0.1996622334378655,0.0620213599409389
12361171,0.1309721081426526,0.1201598335880056
12516170,0.0610335370037709,0.1799953192108442
12625636,0.0792276636754491,0.1640219003100345
12679032,0.1320956069863808,0.1188107181035394
12767183,0.0902117339571124,0.154190435828459
13037042,0.0343276520000737,0.2041113232627088
13408597,0.0520066283359312,0.1881234463258967
13455324,0.2072686380981837,0.0511380733401948
13459761,0.0926625386362752,0.1527012581202204
14898478,0.0840637270665926,0.1596140065838281
15474214,0.02573293705334,0.2116231765931626
15496753,0.1192895636482066,0.1295611714985121
15520072,0.1192895636482066,0.1295611714985121
15823185,0.1211064159260314,0.1283846488188236
15997906,0.1192895636482066,0.1295611714985121
16475326,0.0905015700307451,0.153953685488921
16804760,0.0160556894923669,0.2197729907622186
16818125,0.0979492305517946,0.1473535920538634
16851024,0.0806543126173938,0.16305773003413
17432484,0.0846925586892445,0.159145024041003
17489870,0.2394670703205812,0.027170264157354
17926454,0.1596044300880569,0.0968878173877762
18088319,0.1024114770988535,0.1435204052587491
18355614,0.0433115461269502,0.1956606012193546
18716036,0.2039411561079624,0.0557682593699368
19067793,0.1651236053559248,0.0933094534772028
19219087,0.1300616336922657,0.1209938815398892
19679954,0.0861161351639775,0.1579820557700666
19762012,0.0928581523820838,0.1520587791453674
20048517,0.1286001634552556,0.1261888346009717
20073799,0.0757189061197402,0.1672424278295506
20254593,0.0757189061197402,0.1672424278295506
20261719,0.0757189061197402,0.1672424278295506
20262666,0.0729956760144774,0.1695593280989218
20263550,0.0723842550393583,0.1701304205210134
