id,intLeft,intRight
15823185,0.4580471402222046,0.4580923151667696
15997906,0.4584230441597516,0.45852488797910296
16475326,0.46779538644028723,0.4678583181375642
16804760,0.4738998604521133,0.4742793462837543
16804760,0.47805990305325463,0.4922538928202428
16818125,0.46873438630701963,0.4687477259906302
16851024,0.4658351404658707,0.46607057916018946
17432484,0.4668858058718354,0.4669185024259602
17489870,0.39808181204044385,0.42005812373454265
17926454,0.4452443629685915,0.4459090651794401
18088319,0.4665367243208856,0.4665560186267772
18088319,0.46661789550194505,0.46695577004695865
18355614,0.47018212874193777,0.47054832385089307
18716036,0.460077965682203,0.4619961394192533
19067793,0.44079706471890273,0.4412114190364051
19219087,0.4541320607382688,0.45419294382461345
19679954,0.4670691889901443,0.4671079035671313
19762012,0.4647793693236042,0.4652910557136793
20048517,0.4055650285254567,0.4059208034960974
20048517,0.4061849370302925,0.4067360334693495
20073799,0.46707076255533914,0.4670989942144676
20254593,0.46707076255533914,0.4670989942144676
20261719,0.46707076255533914,0.4670989942144676
20262666,0.46750851927740616,0.4676222846573493
20263550,0.467293782409325,0.46736402500692714
21378171,0.47948772634514986,0.47989440524468513
21378171,0.4799158463697403,0.4800638963637208
21378171,0.4818555710195583,0.48220183364609054
21387558,0.4666981696617767,0.4668387481701981
21387558,0.4672610670866755,0.4674559184323839
21947539,0.4689142052499877,0.46892683604428126
21974676,0.47290193449893336,0.5737786344189473
22010810,0.46487660896329913,0.46489670760859014
22161552,0.45102009065839954,0.4511636969193026
22161552,0.45156508996397565,0.4517986763526524
22374933,0.4625431899492531,0.4625757255920109
22374933,0.4627152994737574,0.4627424979105272
22374933,0.46301458755555,0.4633429309704269
22374933,0.46358829775785537,0.4636711875928776
22374933,0.4638200236708312,0.46389829892349727
22374933,0.4642517845275582,0.46445013680889874
22461695,0.41914019465008273,0.41940027290562815
22461695,0.4329651290069682,0.43308771566459625
22461695,0.4336148764565181,0.4349206666724604
22936510,0.4700108493696772,0.4702745927382833
23029112,0.4681213389639455,0.46816738829182863
23029112,0.46821610193268187,0.46826937556614945
23029112,0.46828434904891947,0.46830105780614234
23029112,0.46831190299418174,0.468376144971656
23029112,0.46963264177364034,0.4697126778992598
23029112,0.4699067869363747,0.4699345251048346
23029112,0.4700101038924007,0.4700724651873551
23210253,0.4687954040936612,0.4728920437591874
23210253,0.47304729129950995,0.4912779621760515
23464799,0.46885385521688083,0.4688785367434261
23609358,0.4639613509205069,0.46873438630701963
23622867,0.43325808773804475,0.43441897990605033
23622867,0.4368054482485908,0.43691042428042515
24245107,0.46898794440470265,0.46900410786080343
24469505,0.46914255308207736,0.4692045994279075
26769157,0.504055221872585,0.5231220936761897
26769157,0.5475051390754593,0.5842321666871299
26769157,0.5884610318549333,0.5902486331211156
27153141,0.45764602691585027,0.4577108751846924
27153141,0.45781069540936437,0.4580719763725867
27601995,0.4768138580054818,0.48200161139797115
27677550,0.4692359280834937,0.4697186769724332
27710449,0.46742784348424266,0.4677229546572968
28106763,0.6206099488631525,1.0
29432522,0.4580719763725867,0.45817381039195243
29897035,0.4611605666660204,0.4639613509205069
30468812,0.3785308795404336,0.38264109068642543
30468812,0.3974586892744734,0.3981899046751318
30690888,0.4684916819913455,0.46856987813867534
30852913,0.44906627849006553,0.45011835979182924
31068613,0.4679218032461807,0.4679333631415826
31368815,0.4638834026277827,0.46394859806597544
31368815,0.464499198543355,0.46453547704741466
31536421,0.4739192925312233,0.47486394805678384
31536421,0.4756865483538323,0.4778616158354937
31566115,0.47127630816098287,0.4714809488480722
31566115,0.47160076556975605,0.47186090244619144
31665875,0.47615721114876797,0.4762885468946651
32088980,0.46911913449099574,0.4692359280834937
32125014,0.4300760548393928,0.4321085718325407
32125409,0.48334594144473475,0.4919336921469332
32125409,0.49378191646433656,0.495853643862103
32543494,0.4211428719071398,0.4611605666660204
32731120,0.46862221354344874,0.4686631102002602
32808781,0.45301379959323046,0.45361827811630134
32825515,0.46861745875531463,0.4687058729819639
32825787,0.46786934860174456,0.4679032157041327
32825787,0.4679265331462852,0.4681085019498481
32825787,0.468293379210786,0.4683119448661837
32961145,0.44643535294865727,0.44652404289063125
32961145,0.4465968393959917,0.44694685139572826
32961145,0.4470223721536293,0.44719867341464037
32961145,0.44732477069747784,0.4475994672512192
32961145,0.4477095143549575,0.44983024887370837
33134806,0.12576377039013767,0.37433573271174264
33682330,0.0853910913984506,0.24947303164891604
33682330,0.26932330640119795,0.2860116940828609
34226328,0.4398969326276767,0.4402863721395815
34415994,0.389275498319265,0.39012207902958473
35082220,0.4806363287650621,0.4815348607125802
35373406,0.4633341616813915,0.4674527994330149
36093553,0.4840854223079746,0.4844050789496541
36178900,0.46980947444795473,0.4698409905186763
36178900,0.47021304810398096,0.4703117595975016
36178900,0.47174288372885703,0.4718153140110163
36741942,0.47461787760690455,0.476799107306563
36793830,0.38296861725524256,0.4081165502496367
36796002,0.38296861725524256,0.4081165502496367
36992156,0.4619819474803988,0.4621959966742471
36992156,0.4627002755329994,0.4627495600952934
37644572,0.46893502505137274,0.46893952581957077
37644572,0.4693845333588004,0.46961508044432926
37793661,0.4856416405816936,0.48568501550747684
37793661,0.48600370743265897,0.48602763866589843
38039502,0.1663641257190029,0.3305769967016635
38125901,0.4613880264327327,0.46207243313969276
38427994,0.4583499727245626,0.45843111757808425
38641366,0.3468807921719073,0.3634184621644771
38641366,0.3722850841535082,0.38124781390454976
38641366,0.38224213255733913,0.38590904645777346
38672256,0.4686462065090567,0.46866670917757336
39544244,0.4830151914077723,0.48527090846427134
39549542,0.4672287263380599,0.46839475664131847
41104393,0.466880364682505,0.4669240315157029
41104393,0.4669317502915037,0.4672008635962083
41250176,0.46818017539985474,0.46830136576063575
41250176,0.469758128481646,0.4698022529044752
41464985,0.4652773791456898,0.4654185979151424
41992564,0.5737786344189473,1.0
42434414,0.4645562836642606,0.4646066244114245
42755089,0.46973050175998565,0.4699302201982393
42755089,0.47003176036955596,0.47064850291374344
43439712,0.4652799313615607,0.46530107259032444
43439712,0.4657849440325396,0.4662544658560056
43592369,0.37433573271174264,0.4211428719071398
43677428,0.46659881670424425,0.4668558872550807
43737772,0.4818921803544152,0.48323942984167256
43737772,0.48477798726823446,0.4851453968061375
43773042,0.47254846639603115,0.47282301698893336
44047095,0.46438477013995866,0.46438486797472367
44449113,0.4687477259906302,0.468769598656468
45005412,0.46716061915285223,0.467262658842715
45374590,0.4687543150641769,0.4687671415349448
45825723,0.4703391982327368,0.4703496437640406
45825723,0.47092056785584413,0.47105535385926267
46003619,0.4546093317502248,0.4555904363011193
46111858,0.5384975799746888,0.7655341838117478
46235521,0.4779134708556496,0.4784700201961747
46235521,0.4830890914642114,0.4837099264033261
46558067,0.4887153866323761,0.48921059163779484
47877165,0.44204059135873913,0.44816078929696446
48545009,0.4669754241078005,0.46708577724900935
48882733,0.4687531283093085,0.468754555595135
48882733,0.46881730327309096,0.4688386302850397
49522133,0.4566315236278135,0.4595838906886796
49522133,0.4629411362919815,0.4654947019483149
49814777,0.4678583181375642,0.4678725193522075
49814777,0.4682228364302383,0.4684599373368742
49814777,0.46849233597883816,0.4685187743133696
49846958,0.4912779621760515,0.5494993801730316
49961618,0.46370809857172496,0.4645166597953934
49971914,0.4523843972733836,0.4563286817252333
50099383,0.1663641257190029,0.3305769967016635
50188331,0.48200161139797115,0.48325448601282167
50533346,0.47108092704431365,0.4715107239952986
50627867,0.4467093861116671,0.45146764250661914
50627867,0.4522189106637628,0.45738417544782256
51058488,0.45011835979182924,0.4508015578426867
51570071,0.3433099270135387,0.34549019659491964
52002510,0.468769598656468,0.47290193449893336
52045757,0.4688785367434261,0.47200925889541673
52119469,0.4694329610440699,0.4707450054696918
52642083,0.46825042738152484,0.46831862616692466
52642083,0.46834707748346627,0.4684863368420398
52852620,0.4619961394192533,0.46299419782799484
53100061,0.47578297948397386,0.4764049468955747
53100061,0.4764208422100691,0.4789036851115844
53124874,0.46801777746053985,0.46815074690890995
53124874,0.4681939052009021,0.4682229141707133
53124874,0.46833787757231976,0.46836316344710627
