id,intLeft,intRight
306910,0.47250310796534084,0.47313788769903964
306910,0.47501374916533184,0.48560590984807867
556818,0.4712869206300865,0.47134305052985664
556818,0.47289653448422225,0.47335956431518555
742415,0.4497293950128462,0.4601097662750511
943565,0.47365373587351467,0.4740444667137981
2273362,0.4717904094279869,0.47195474437692947
2423689,0.42005812373454265,0.4252018883345642
2423689,0.440557702436327,0.44423711218005174
2423689,0.44513915803394927,0.4616166935140656
2581354,0.0,0.12576377039013767
2885479,0.4691451381410437,0.4692370042667716
2885479,0.46961523288009027,0.469664613746986
2885479,0.4696742418709772,0.4696836474402189
2885479,0.4697933236107504,0.4700108493696772
3978327,0.4674527994330149,0.46758259357077947
4108855,0.4740595538852424,0.47473243433097245
4648842,0.42878250233114285,0.4301982991473014
5048949,0.4674257258059151,0.46759612599390443
5048949,0.47291149629534573,0.4731542284478506
5458272,0.44414066851080153,0.44432705139793527
5458272,0.4502664177770428,0.452504154267002
6370697,0.4497293950128462,0.4601097662750511
7996811,0.4243819064975697,0.4247153734537446
7996811,0.42870641684520583,0.4305622516842904
7996811,0.43394411725468496,0.4339784352800388
9043638,0.46580671078531366,0.46620156786065425
9192863,0.45852488797910296,0.45865491791140095
9192863,0.46099476977304715,0.46136643223761736
9892840,0.4973322224209523,0.5029636673694471
10261360,0.4740202201207305,0.4741808788113401
10261360,0.47433904450024217,0.47441868387194436
10833507,0.4707450054696918,0.4738998604521133
11130224,0.4669185024259602,0.46715441244536765
11980057,0.4531904978454074,0.45573490737098965
12361171,0.4527134366945673,0.45274973648026473
12361171,0.45362808289884377,0.4543048033056507
12516170,0.46957939666687304,0.46959034542903727
12625636,0.467074751904821,0.46708734947684605
12625636,0.4674260967805638,0.4675026734630794
12625636,0.46750488133593926,0.46753019080930086
12679032,0.4560872730437115,0.4562673725042234
12767183,0.46818729654760344,0.4684226356280217
12767183,0.46845459557860375,0.46848502277263354
13037042,0.4785651314727078,0.47951017415214087
13408597,0.4715443144001388,0.472058928274714
13408597,0.47239370111832846,0.47258176240827315
13408597,0.47272149805100955,0.4732155965471677
13408597,0.4739590296481884,0.47488480159774543
13408597,0.4757560290649716,0.47600227084955327
13455324,0.46493586745582055,0.4672287263380599
13459761,0.46002043425474726,0.4605187218582738
14898478,0.46846990444233,0.4685924637710844
14898478,0.4686313928390981,0.46863510257165963
14898478,0.4686976073047354,0.4687322171789308
15474214,0.48413851319329687,0.4852838690365938
15474214,0.48564041612855874,0.4904489373839091
15496753,0.4584230441597516,0.45852488797910296
15520072,0.4584230441597516,0.45852488797910296
15823185,0.45723752108801524,0.4574252466282959
