id,maxrank
308,1
496,1
581,19
687,1
720,3
846,3
1295,1
1618,1
1818,4
1930,2
2321,1
2693,4
2765,8
3965,3
4210,8
4418,4
4795,7
5598,5
6242,2
6348,3
6367,12
6402,1
7580,2
7666,3
7964,1
8274,28
8330,4
8746,8
9079,14
9569,10
9714,3
