id,maxrank
119,3
214,1
313,15
428,10
609,4
652,1
829,10
844,11
874,6
950,14
1200,2
1568,7
1884,1
2025,2
2299,9
2338,6
2445,5
2511,11
2545,7
2704,4
2740,2
3046,4
3214,1
3494,5
3899,1
4000,1
4538,9
4567,11
4605,1
4851,6
4917,12
5027,15
5169,3
5268,4
5391,5
5591,9
5639,3
5728,38
5865,10
5953,2
5958,14
6117,19
6614,4
6627,1
6647,1
6931,1
6969,21
7140,4
7445,2
7832,3
7879,2
7991,2
8117,2
8222,10
8316,14
8387,5
9231,2
9257,6
9282,2
9443,3
9609,17
9978,1
