id,maxrank
3,1
4,6
8,3
9,2
10,3
13,10
14,1
15,18
16,5
20,6
26,1
28,2
29,2
30,3
31,1
32,1
33,2
36,2
44,1
45,10
54,9
58,2
64,2
67,2
85,20
86,4
87,2
95,1
