id,maxrank
1,1
3,3
4,1
19,19
21,22
43,5
117,2
120,2
142,10
260,1
473,2
549,1
620,11
621,13
695,6
758,3
1199,22
1200,13
1206,14
1350,1
1472,9
1495,23
