id,maxrank
188,4
1016,8
1929,2
3882,19
5239,10
5451,10
5775,1
6005,2
6598,1
7148,1
7198,6
7743,1
7837,4
8313,6
8739,12
9658,4
11241,9
11256,1
11298,12
12212,21
12654,1
13492,3
14879,2
15682,11
15741,15
15850,6
16959,1
17336,8
17626,1
17714,3
18529,5
18852,14
19966,10
