id,intLeft,intRight
2029,0.8923550515627493,0.9154473567427339
3407,0.0,0.0005800330865968394
3884,0.6915858792054076,0.8923550515627493
4096,0.9306313392499845,1.0
4341,0.9417435473231033,0.9589298767548764
4496,0.0005800330865968394,0.01850757284985168
4519,0.01850757284985168,0.036645098958001616
4788,0.036645098958001616,0.9306313392499845
